Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
4040,309912,"ross 2","2016-04-21 21:36:45",0.77193,5,usmanroshan
4041,285699,"Abo Sol","2016-04-10 11:03:21",0.77174,4,abosol
4042,289605,"Saurabh Singh","2016-04-04 16:55:16",0.77171,11,chauhansaab
4043,310249,"Anthony Ferrara","2016-04-17 02:03:09",0.77140,1,aferrara215
4044,299967,CTTsai,"2016-03-31 15:56:25",0.77054,1,cttsai
4045,286978,Simon,"2016-03-07 15:58:05",0.77014,3,sfrisch
4046,314214,TMV55,"2016-04-23 21:25:26",0.76997,1,tmv553
4047,313266,"Pedro Pazzini","2016-04-30 14:41:20",0.76991,3,pedropazzini
4048,289785,"Luboš Motl","2016-03-10 18:12:13",0.76960,2,lumajs
4049,315461,"It can only be attributable to human error.","2016-05-02 11:34:11",0.76960,2,del=3223e953fbfec391
4050,311594,"[Deleted] 5849ae93-c895-485b-b27e-5618f69b226a","2016-04-19 01:55:57",0.76957,1,del=bed40e702883ae17
4051,296726,"Boyan Angelov","2016-03-24 20:20:27",0.76949,4,boyanangelov
4052,312301,"Honghui Shi","2016-04-21 20:22:24",0.76943,6,honghuis
4053,315398,"Derek Wolf","2016-04-25 17:48:35",0.76927,2,dwolf3
4054,293587,"Swapnil Shukla","2016-04-25 11:01:49",0.76925,5,swapnil3003
4055,293719,Cambiantes,"2016-04-08 02:19:48",0.76925,6,"camontanezp,jfcgon"
4056,293001,"Lai Manh Tuan","2016-03-27 03:58:29",0.76912,13,del=34a7fbeda053bea0
4057,293070,Flavour,"2016-03-22 00:20:31",0.76893,5,flavour
4058,295095,random_forest_fanatic,"2016-03-24 09:46:48",0.76848,2,randomforestfanatic
4059,309645,"Sang Koh","2016-04-16 02:34:31",0.76825,1,sanggeol
4060,306587,Laurel,"2016-04-12 19:56:29",0.76729,3,laurel3698
4061,300921,amitk,"2016-04-02 11:57:20",0.76721,3,amitk123
4062,314464,ashishkrishna,"2016-05-01 14:47:13",0.76717,19,ashishkrishna
4063,313601,bsharpe5,"2016-05-01 19:22:27",0.76707,9,bsharpe5
4064,315502,RP_dos,"2016-05-01 19:00:27",0.76680,5,"checomonjaraz,fahkami"
4065,303111,varg54,"2016-05-02 13:53:53",0.76614,37,varg54
4066,312084,RoryJones,"2016-04-29 20:20:10",0.76604,19,roryjonesss
4067,312899,"Manasi Mehrotra","2016-05-02 15:21:41",0.76585,18,manasi
4068,298819,Fmog,"2016-03-29 14:57:22",0.76545,1,fmoggg
4069,312462,Panacea,"2016-04-26 11:29:11",0.76504,4,panacea
4070,315329,"Brooks D","2016-05-02 23:55:51",0.76488,5,bdavis87
4071,294211,"Daniel Santos","2016-04-26 14:27:09",0.76454,2,dani1975
4072,299626,"Pei Ma","2016-04-27 00:54:50",0.76438,4,peima09
4073,291898,NickJohnston,"2016-03-14 21:50:47",0.76431,1,njohnston
4074,315481,Stephon86,"2016-04-25 19:04:38",0.76426,1,stephon86
4075,315489,AliciaSlinger,"2016-04-25 19:11:10",0.76426,1,aliciaslinger
4076,315676,kwhite62,"2016-05-02 21:39:06",0.76426,3,kwhite62
4077,313704,||||||||||,"2016-04-22 22:11:54",0.76372,1,wolgast
4078,289853,Black587X,"2016-04-18 01:26:17",0.76367,6,dickeybird
4079,314160,"Iulian Pop","2016-04-28 11:32:54",0.76330,3,del=779bd2db54dcb52c
4080,297178,SunKyuLee,"2016-05-01 03:26:15",0.76273,15,sunkyu
4081,312077,Rory,"2016-04-19 18:39:49",0.76256,1,roryhr
4082,304822,DirkWillemWonnink,"2016-04-27 18:04:21",0.76234,14,diwiwo
4083,285057,PaulCrease,"2016-03-02 21:50:44",0.76225,1,pcrease
4084,310768,FinalRufus,"2016-04-18 05:46:08",0.76196,2,finalrufus
4085,314539,mounabelaid,"2016-04-26 19:33:17",0.76077,5,mbelaid
4086,286784,kingshuk,"2016-04-03 05:37:06",0.76012,17,kingshuk
4087,311476,"Finn 2","2016-04-19 19:49:20",0.75940,4,kuusisto
4088,296505,"Connor Quinn","2016-03-24 11:51:42",0.75869,2,connorquinn
4089,309140,osthaton,"2016-04-20 08:29:30",0.75844,11,osthaton
4090,315508,CarlosAurelioRuizLedesma,"2016-04-25 19:53:20",0.75840,2,aurelior
4091,288735,"Taras ","2016-03-26 11:30:52",0.75799,10,vrking
4092,301801,thesecretminer,"2016-04-04 05:46:22",0.75778,1,gkvignesh
4093,294412,robz,"2016-03-19 16:39:39",0.75728,1,bobbytexas
4094,288671,"Adam Schauer","2016-03-08 22:01:23",0.75658,3,adaquant
4095,309219,"Rasmus Skov Knudsen","2016-04-15 16:16:54",0.75631,2,rsknudsen
4096,297226,LittleMac,"2016-03-25 20:16:46",0.75616,3,nbjork
4097,315237,"John Blankenbaker","2016-04-28 03:21:30",0.75589,4,johnblankenbaker
4098,294948,"Illia Syniuhin","2016-03-21 17:05:46",0.75570,3,syniuhin
4099,293958,Micral,"2016-03-21 19:08:45",0.75445,16,apkaggle
4100,289642,"Dr. Govind Nidigattu","2016-03-17 11:09:44",0.75341,8,govindnidigattu
4101,299843,"Xu Chang","2016-04-03 07:16:30",0.75332,2,cxu007
4102,314756,Angel,"2016-04-30 19:00:28",0.75319,8,angelescalona
4103,303021,"Boost Wu","2016-04-11 10:04:24",0.75317,1,wugang
4104,291017,littlebear,"2016-03-23 09:20:49",0.75285,1,dannixiong
4105,315400,JBC,"2016-05-02 14:53:52",0.75217,23,gfhk8uy
4106,292497,TomSpikeAndHenry,"2016-03-15 22:40:48",0.75089,1,tomspikeandhenry
4107,312048,DigvijayPatankar,"2016-04-20 00:04:48",0.75052,6,dbpatankar
4108,287883,GDeo,"2016-05-02 04:04:17",0.74997,29,gdeoghare
4109,304309,vahid,"2016-04-29 16:40:00",0.74936,9,placeboyy
4110,298265,ElenaSharova,"2016-05-02 09:25:14",0.74936,33,codefying
4111,301629,jjk786,"2016-04-04 21:53:43",0.74918,3,jjk786
4112,315090,bogotronix,"2016-04-25 16:55:25",0.74903,2,bogotronix
4113,311467,srds020,"2016-04-18 20:55:26",0.74885,1,del=2fd47752fadf6bf8
4114,309159,AkashThakur,"2016-04-29 13:40:36",0.74855,16,akashthk
4115,295186,"Vardhini Kundale","2016-04-26 10:19:05",0.74847,5,vardhini
4116,287434,melod0,"2016-04-25 01:21:20",0.74794,11,melody2718
4117,295339,"Adelina (MIPT DMIA)","2016-03-21 21:22:11",0.74760,1,adelinaadisova
4118,303867,"Joe Regan","2016-04-07 23:56:42",0.74747,1,jdr0317
4119,294319,"Emanuel Woiski","2016-04-22 15:32:24",0.74720,10,woiski
4120,315452,"Andy Moore","2016-05-02 21:48:10",0.74655,4,andymoore21
4121,293319,JieWang/XinRuiHe,"2016-05-01 00:55:53",0.74641,24,"xinruihe,xinruihejiewang"
4122,302507,parminderkaur,"2016-04-08 16:10:55",0.74620,1,parminderucoe
4123,302581,"Stylianos Kampakis","2016-04-05 16:19:07",0.74564,1,stylianoskampakis
4124,290015,tianhuan,"2016-03-22 04:32:39",0.74539,24,tianhuan
4125,311481,WhoAmI,"2016-04-20 23:54:42",0.74537,4,anishgt
4126,311133,Rashied,"2016-04-28 10:02:37",0.74535,20,rshetty
4127,313518,patrick,"2016-04-22 14:51:17",0.74425,4,patricke
4128,294595,veemo,"2016-04-14 21:50:37",0.74407,34,mohanvinay
4129,290138,"Sriram 2","2016-03-26 05:12:53",0.74397,12,sriramvarahan
4130,296949,"Demetrios Eliades","2016-03-27 21:54:28",0.74378,7,eldemet
4131,294016,"Jorge Silva","2016-03-21 17:27:59",0.74368,4,jsilva
4132,312822,"Farmer Aku","2016-04-25 02:08:21",0.74360,8,akatsuka
4133,302459,"Kazuma Mikami","2016-04-06 15:07:47",0.74347,6,kyuridenamida
4134,295760,"Alberto Sola","2016-03-22 15:39:11",0.74318,5,pirobtumen
4135,310612,SiberiaV2,"2016-04-18 21:33:01",0.74310,10,del=3faf740a902bc7b3
4136,303424,Simran,"2016-04-26 05:43:49",0.74272,11,simbehl
4137,291000,piatra,"2016-04-24 12:42:15",0.74271,14,piatra
4138,298065,"Hans Lawrenz","2016-03-28 15:27:56",0.74261,4,hanslaw
4139,304155,liyunchao,"2016-05-02 11:22:26",0.74260,26,liyunchao
4140,306250,Darius,"2016-04-14 12:23:37",0.74244,15,darko1
4141,291752,Hanzhang,"2016-04-08 16:05:46",0.74239,17,hanzhang
4142,299875,"Santander Bros","2016-04-25 15:56:20",0.74213,17,"ericpinkham,jdbowenusf,quasicoherent0"
4143,296946,Altaicus,"2016-03-25 11:25:00",0.74190,4,altaicus
4144,315451,aheaston,"2016-05-02 21:36:35",0.74187,2,aheaston25
4145,289748,MarcoCarnini,"2016-04-22 15:45:53",0.74165,23,marcocarnini
4146,292173,OptimaLight911,"2016-03-15 12:36:09",0.74154,1,yogeshio
4147,315591,wxingli,"2016-05-02 22:25:45",0.74128,17,wxingli
4148,301709,"Salvatore Rinaldo","2016-04-16 09:17:12",0.74125,23,salrin
4149,297988,"Aditya Kawatra","2016-04-09 16:11:51",0.74124,18,adityakawatra
4150,314167,"Mohsen Rezaeizadeh","2016-05-01 17:04:06",0.74101,6,mohsenrezaeizadeh
4151,296382,"Maciej Kowalski","2016-04-07 13:53:10",0.74095,19,dotjabber
4152,299656,sonofeagle,"2016-03-31 23:38:08",0.74091,4,firatkarakusoglu
4153,315470,woDjo,"2016-05-01 19:51:58",0.74091,10,wajiho
4154,298033,JMC[P],"2016-03-27 22:12:59",0.74052,5,jmcp84
4155,295072,RăzvanBurlăcioiu,"2016-04-14 09:35:24",0.74039,9,rburlacioiu
4156,295428,Amir,"2016-03-24 18:06:22",0.74020,4,bahramian
4157,304153,AllSparks,"2016-04-26 16:32:37",0.74012,8,allsparks
4158,312536,DataMining,"2016-05-02 22:22:13",0.73969,14,mayinmiao
4159,310210,shodan1,"2016-04-23 23:30:26",0.73956,4,shodan1
4160,312843,xiaohua,"2016-04-26 06:58:41",0.73954,12,xiaohuakaggle
4161,302695,"Tenniel Miao","2016-04-21 14:33:05",0.73946,12,somnisight
4162,289942,btothea,"2016-03-11 04:23:47",0.73928,6,barryi
4163,312254,Buck,"2016-04-22 05:23:13",0.73928,7,ccweng
4164,309593,freeball155,"2016-04-29 05:00:06",0.73922,12,freeball
4165,308610,"Karthik Gadiraju","2016-04-14 10:36:07",0.73899,3,kkgadiraju
4166,313304,"ASU MSBA - GOLD 5","2016-05-02 23:12:55",0.73896,9,"bterlaan,jhrncir,rlbock,sedona"
4167,294370,Jonathan,"2016-03-20 17:11:21",0.73886,10,jwb220
4168,304068,Sushant,"2016-04-08 11:03:36",0.73882,5,sushantmishra
4169,311980,"Ved ","2016-04-27 10:32:59",0.73835,8,vedprakash93
4170,290719,kaksat,"2016-03-20 00:12:24",0.73834,16,kaksat
4171,288120,gg_hatano,"2016-03-08 13:16:51",0.73814,4,gghatano
4172,314875,Hasan_ta,"2016-04-25 01:54:41",0.73814,1,hasantafis88
4173,299442,PrafullaShukla,"2016-04-11 08:52:23",0.73811,15,prafullashukla
4174,314672,Betelgeuse_Artisans,"2016-05-02 19:05:01",0.73803,14,betelgeuseartisans
4175,301168,Maoz,"2016-04-17 19:22:06",0.73802,30,itzikmaoz
4176,301150,isrish,"2016-04-03 13:08:12",0.73796,7,del=b829053dfc43d9bc
4177,289888,"Sergio Santos","2016-04-16 14:12:15",0.73793,15,sergiosantoseu
4178,314579,TMVC,"2016-04-28 21:17:35",0.73791,18,"akihiro,cvincent"
4179,315449,"Subhra Datta","2016-05-02 23:41:22",0.73790,2,subhradatta
4180,301094,Ichiban,"2016-04-15 08:11:22",0.73765,14,ichiban
4181,313924,Robert,"2016-05-02 09:14:09",0.73755,30,rrr2016
4182,311669,BetaRobot,"2016-05-02 04:39:43",0.73755,16,hshallal
4183,290884,SebastianPine,"2016-03-13 23:35:06",0.73746,6,sebastianpine
4184,286326,MarciSármásy,"2016-03-21 13:41:54",0.73746,8,msarmasy
4185,304174,"wen xue","2016-04-09 02:19:24",0.73745,5,sumect
4186,302198,ONESouth,"2016-04-04 23:59:46",0.73737,5,ishansd
4187,314492,"Tao-yang Fu","2016-04-27 23:10:46",0.73713,3,taoyangfu
4188,286772,Bennie,"2016-04-09 14:36:54",0.73707,31,bennie
4189,310506,dimonzz,"2016-04-25 11:20:20",0.73701,14,dimonzz
4190,315459,AmineBoukhtouta,"2016-05-02 23:08:28",0.73688,8,amineboukh
4191,304209,"Nestor D.","2016-04-12 09:20:44",0.73685,10,dnr0352
4192,296610,SamMirani,"2016-03-30 06:01:29",0.73681,12,sammirani
4193,293281,PonSatangput,"2016-04-30 08:02:12",0.73681,14,ponsatangput
4194,291300,July,"2016-03-30 12:09:46",0.73674,5,poppygenie
4195,293523,Firearasi,"2016-03-24 22:36:49",0.73657,16,firearasi
4196,301858,algonell,"2016-05-02 15:30:12",0.73611,43,algonell
4197,311915,"Alexey Kazantsev","2016-04-28 06:22:37",0.73592,5,ajkxyz
4198,302540,"Cynogen Mod","2016-04-05 15:06:30",0.73581,2,chiragmerai07
4199,295917,BrettOlmstead,"2016-04-12 01:07:01",0.73545,5,brettolmstead
4200,315372,nil4nia,"2016-05-01 13:01:58",0.73515,15,del=b8329be9ff4734b2
4201,292162,Ming,"2016-04-09 19:01:16",0.73512,5,ming861206
4202,314321,Deepak,"2016-04-30 11:29:17",0.73506,16,deepakm
4203,289871,"Shehzad Noor Taus Priyo","2016-03-12 08:32:21",0.73503,11,sntaus
4204,294305,cics,"2016-03-31 16:17:19",0.73451,18,"daddywesker,mpruss,warezovvv"
4205,315334,PedroLisaso,"2016-04-29 09:32:51",0.73445,17,plisasol
4206,303176,dmartin,"2016-04-07 05:36:15",0.73432,2,dmartinbarreiro
4207,297490,"Jyoti Ranjan Nayak","2016-04-07 18:04:22",0.73429,45,jyotiranjannayak
4208,286799,Selim_Sef,"2016-03-09 22:18:27",0.73407,13,selimsef
4209,315581,MichaelJudkins,"2016-05-02 18:59:17",0.73339,9,mjudkins
4210,293648,"Nicolas J","2016-03-25 11:57:10",0.73337,14,nicolasj
4211,312977,imanyakhin,"2016-04-25 11:52:20",0.73288,3,imanyakhin
4212,295929,Novatones,"2016-04-30 03:20:00",0.73252,4,"flacomenoide,francoviera"
4213,299827,Greghk,"2016-04-01 10:42:07",0.73226,7,greghk
4214,288819,joszefm,"2016-03-26 18:24:32",0.73208,23,joszefm
4215,288621,AdrielCostaMaia,"2016-03-17 16:43:44",0.73187,4,adrielcmaia
4216,290310,JieYang,"2016-03-18 16:43:13",0.73147,8,jieyangdublin
4217,314643,abdorh,"2016-04-28 10:49:02",0.73123,8,abdou85
4218,291529,shizambles,"2016-04-08 13:01:00",0.73112,2,shizambles
4219,304968,"Champion Learners","2016-05-01 21:39:06",0.73091,10,yogeshreddy
4220,314487,topiask,"2016-05-01 16:46:18",0.73075,15,topiask
4221,315180,Bluemoon,"2016-05-02 21:50:24",0.73071,5,naveedeqbal
4222,291468,libgy8,"2016-03-14 20:38:03",0.73071,5,libgy8li
4223,292669,TrevorLindsay,"2016-03-28 07:32:55",0.73059,3,trevorlindsay
4224,297683,"Matthew Cochrane","2016-04-10 07:37:07",0.73028,12,matthewcochrane
4225,313296,"Vitaliy Prooks","2016-04-22 03:08:18",0.73007,1,vprooks
4226,305486,tianmaogen,"2016-04-18 07:30:40",0.72988,11,tianmaogen
4227,297848,delphion,"2016-04-15 06:11:07",0.72953,11,delphion
4228,305612,russharben,"2016-05-01 07:24:45",0.72940,16,russharben
4229,311532,arnesen09,"2016-05-02 02:57:49",0.72888,14,arnesen09
4230,298910,KamaljeetSingh,"2016-03-30 07:49:06",0.72860,4,kamaljeet
4231,315652,JoJoTacoTheCat,"2016-04-25 23:32:54",0.72847,1,jojotacothecat
4232,304770,RamaIyer,"2016-04-12 20:40:06",0.72833,5,ramaiy
4233,302373,JoseMiguel,"2016-04-07 11:31:01",0.72827,5,josemiguel
4234,299719,"Hemant Singh","2016-04-01 22:47:42",0.72815,6,hemantsingh
4235,296915,ssutharzan,"2016-04-19 21:56:44",0.72799,21,ssutharzan
4236,303611,mirela,"2016-04-23 17:15:48",0.72784,6,mirela1
4237,299094,cute_white,"2016-03-30 18:23:24",0.72770,5,qwhite
4238,286947,"Xiaoyu Wang","2016-03-08 22:24:31",0.72727,6,xiaoyuwang
4239,314953,Parker,"2016-04-25 04:58:07",0.72657,5,sparker
4240,289994,PastizziWicc,"2016-03-16 02:07:22",0.72607,8,peetjv
4241,300529,"Karina Ovchinnikova","2016-04-07 17:04:57",0.72606,12,ikarina
4242,292873,"Team Mowgli","2016-04-24 00:01:53",0.72598,20,"nidhib,prafiles"
4243,299060,"Murtadha Hssayeni","2016-04-01 17:42:12",0.72579,10,murtadha
4244,285589,"Владимир Широкий","2016-03-06 00:01:52",0.72576,9,usoppp
4245,296263,jihyun,"2016-04-15 05:05:05",0.72558,6,kimhyung
4246,289300,Kimon,"2016-03-11 16:12:40",0.72490,11,spiliopoulos
4247,303341,CoryPhillips,"2016-04-30 13:50:33",0.72479,13,mugsy01
4248,304549,Toriyaki,"2016-04-21 07:25:13",0.72475,22,"chanida,del=1950334b0c66b893"
4249,297292,MehdiBahri,"2016-03-26 15:30:56",0.72425,2,bahrim
4250,309867,benedettatagliaferri,"2016-04-24 20:26:07",0.72414,2,benedetta13
4251,294613,"Sai Krishna Gaddam","2016-03-20 08:43:44",0.72409,4,wishfulsaint
4252,312156,DanielGrossman,"2016-05-01 19:32:07",0.72385,20,danielgrossman
4253,295099,BinghaoNg,"2016-04-04 00:58:51",0.72375,7,ngbinghao
4254,290406,MoreFeatures,"2016-03-31 19:57:50",0.72362,14,halidziya
4255,296909,"Haga team","2016-04-17 14:29:45",0.72347,23,rgarzonj
4256,302817,"Matthieu Bizien","2016-04-05 23:56:39",0.72346,2,matthieubizien
4257,303635,PeterDonnelly,"2016-04-21 14:04:27",0.72338,8,peterjdonnelly
4258,309951,Brant,"2016-04-29 16:20:31",0.72328,48,bdeppa
4259,312255,EdwardFacundo,"2016-04-22 00:50:26",0.72276,4,grimmz27
4260,297737,Huangs,"2016-04-28 14:51:39",0.72236,11,junhuangjh
4261,290557,team-maruchan,"2016-03-12 09:40:08",0.72204,1,kadoya
4262,315604,DonQuixote,"2016-04-25 21:24:12",0.72171,3,rainheavily
4263,294283,"Evan Sadler","2016-03-19 22:06:57",0.72171,5,easadler
4264,308423,"Subhojit Mukherjee","2016-04-14 00:00:42",0.72116,1,subhojitmukherjee
4265,288439,"Helk Liu","2016-03-15 13:00:01",0.72079,7,helkliu
4266,286606,"Ben Cunningham","2016-03-06 21:43:55",0.72072,8,"benjcunningham,lxxgtxxg"
4267,293385,PuneetGupta,"2016-03-28 16:21:07",0.72031,8,punegupt
4268,297348,snsubbu,"2016-03-26 03:34:49",0.71997,1,snsubbu
4269,305543,EndaZhang,"2016-04-11 04:13:16",0.71995,4,endazhang
4270,299587,trjena,"2016-04-28 21:57:12",0.71976,7,tbjena
4271,294914,Alejandro,"2016-03-21 00:06:55",0.71951,1,lexrockin
4272,305855,"Jakob Aungiers","2016-04-13 08:16:22",0.71926,5,jaungiers
4273,297161,"YongEun Jung","2016-04-02 00:18:43",0.71914,12,yongeun
4274,311065,Toro,"2016-04-20 07:10:03",0.71866,9,kaitoro
4275,290629,"shrey maheshwari","2016-03-15 03:34:30",0.71830,15,shreyiitj
4276,312736,W.,"2016-05-01 12:22:48",0.71826,15,strongweng
4277,287564,cornelisv,"2016-03-07 13:39:14",0.71803,4,del=a6557ebb9febc7e9
4278,302916,ZhengzeZhou,"2016-04-10 03:11:39",0.71746,6,zhengzezhou
4279,287429,"Thomas Kilian","2016-03-06 16:43:18",0.71730,4,kiliant
4280,296416,"Kyle Evans","2016-04-11 17:21:01",0.71682,5,kyleevanslee
4281,290930,CorrieElston,"2016-04-04 00:34:54",0.71674,12,corrieelston
4282,292689,"Ganesh Venkatesh","2016-04-19 05:33:51",0.71639,7,coolrulz
4283,289718,"Solution by Simulation Ltd.","2016-03-11 22:40:42",0.71613,4,nigelhenry
4284,303654,Cpumar,"2016-04-29 10:44:48",0.71608,19,cpumar
4285,307656,mdsaggi,"2016-04-12 21:58:54",0.71599,4,mdsaggi
4286,315472,Rana,"2016-05-02 09:40:04",0.71554,5,arijitlaha
4287,299647,InsightI,"2016-04-06 02:16:46",0.71541,4,insighti
4288,297942,AnnaRedkina,"2016-04-17 07:50:24",0.71535,22,annaredkina
4289,299196,Aithalakadi,"2016-04-19 04:08:29",0.71476,13,"anoopss87,janardhanpshetty"
4290,311294,"artkl 2","2016-04-18 16:10:19",0.71465,1,artkl07
4291,289168,"Mike 2","2016-03-15 17:03:55",0.71427,6,mikesm
4292,292473,YvesKunz,"2016-03-21 21:58:09",0.71424,16,yveskunz
4293,303073,CosminZamfir,"2016-04-07 14:59:06",0.71409,6,cosminzamfir
4294,311310,-R-,"2016-04-28 06:39:59",0.71406,3,ramjikannanakar
4295,299399,"Marius 2","2016-04-15 14:32:03",0.71396,12,kwemard
4296,294311,miguelors,"2016-04-03 18:19:25",0.71317,15,miguelors
4297,300089,AzAkhtyamov,"2016-03-31 21:12:13",0.71264,1,azakhtyamov
4298,292016,Jackie,"2016-03-19 03:42:09",0.71252,7,jackalackie
4299,300472,SegoleneBou,"2016-04-04 15:27:58",0.71248,10,segolene
4300,314263,Rostam,"2016-04-24 10:58:30",0.71246,3,rostamgolesorkh
4301,304756,Kagglego,"2016-05-02 18:08:24",0.71215,2,del=a186b8f0cdbf2a11
4302,315724,KCDMiner,"2016-05-01 02:02:50",0.71171,10,kcd123
4303,299837,rockrider33,"2016-04-05 10:01:36",0.71164,8,rockrider33
4304,291693,"Lokesh Nagar","2016-03-15 10:49:53",0.71153,3,lokeshnagar
4305,288784,"Can Tosun","2016-03-08 23:53:39",0.71127,1,cantosun
4306,290095,MadhuKesav,"2016-04-07 05:44:45",0.71125,5,maddy02
4307,288112,"Dozzy Dozzborn","2016-03-07 21:54:28",0.71103,2,ddozzborn
4308,292888,"Thomas GAVOILLE","2016-03-17 13:58:27",0.71025,2,thomasgav
4309,304844,"Kirill Prokhorov","2016-04-11 10:02:55",0.71012,6,prohamster
4310,311055,"Krzysztof Pawelec","2016-04-26 07:11:40",0.70919,11,criztov
4311,308208,BarbaraVanHattem,"2016-04-14 11:48:11",0.70844,3,barbaravh
4312,298071,DevA,"2016-03-28 00:16:45",0.70821,1,del=422c0fef3a899b6d
4313,294359,"Kai Sasaki","2016-03-26 03:17:00",0.70750,10,lewuathe
4314,301832,Emeller,"2016-05-02 23:46:23",0.70730,10,emeller
4315,312288,Conqueror,"2016-05-02 07:11:27",0.70721,5,conqueror
4316,315349,Ph1los0pher,"2016-05-02 23:27:34",0.70716,9,ph1los0pher
4317,296762,apache,"2016-03-24 15:20:56",0.70659,1,apache
4318,302958,mrnaught,"2016-04-26 21:04:31",0.70640,2,mrnaught
4319,300114,"Nuno Faustino","2016-03-31 23:33:43",0.70625,2,nanuvem
4320,285509,YadagiriReddy,"2016-03-25 06:06:14",0.70624,6,yadagirireddy
4321,303998,Doyle000,"2016-04-08 07:12:55",0.70623,1,daoer000
4322,295343,"[Deleted] 6d5af8b8-d669-4a45-beda-6962f027cf89","2016-03-21 19:41:36",0.70606,1,del=921bc38ed4cfae71
4323,294469,gdlm,"2016-04-24 05:18:25",0.70603,31,del=327c231aed5604e9
4324,290469,unBingo,"2016-04-23 22:57:30",0.70554,12,unbingo
4325,315323,ETG,"2016-04-26 22:15:33",0.70525,10,captainmosey
4326,293831,NishanthChitlur,"2016-04-22 10:35:15",0.70506,20,nishanthchitlur
4327,298693,"Seb Goring","2016-04-09 14:03:19",0.70496,25,sebgoring
4328,295913,TeamAVN,"2016-05-02 23:22:41",0.70426,12,"arielbrest,namhoan,sv2016"
4329,301855,SWU_1010,"2016-04-10 06:03:15",0.70402,6,srwomg
4330,289397,AdeFaps,"2016-04-11 20:54:32",0.70401,6,adefap
4331,299155,mrtong96,"2016-04-26 20:13:38",0.70367,6,mrtong96
4332,305346,"Lizhou Nie","2016-04-27 04:37:50",0.70362,6,bofeng07
4333,286321,lomann,"2016-03-05 18:10:25",0.70344,1,del=3e63d4f6fb9d5288
4334,294827,ShepWare,"2016-05-02 20:36:42",0.70292,14,shepware
4335,312562,vibrovski,"2016-04-23 16:32:02",0.70208,5,vibrovski
4336,285282,"Evgenii Zhukov","2016-03-03 06:42:09",0.70193,4,jwegas
4337,315221,AdrienBouhot,"2016-04-25 14:24:07",0.70143,1,abouhot
4338,313547,JLCres,"2016-04-22 15:10:20",0.70109,1,cresunican
4339,291417,"Candido Zuriaga","2016-03-14 15:45:47",0.70104,5,gigolator
4340,309992,RussClay,"2016-04-27 14:26:25",0.70055,3,drrussclay
4341,313514,"Francois Cza","2016-04-22 15:16:43",0.70037,3,zarathoustra
4342,291076,"Nitin Singh Kumar","2016-03-13 19:38:44",0.69917,3,nitinsing
4343,288566,"Yajing Chen","2016-03-10 20:59:20",0.69859,1,yajingchen
4344,312766,pepper88,"2016-04-21 20:55:53",0.69814,1,pepper88
4345,302451,Ajay,"2016-04-28 07:10:34",0.69788,2,runforrestrun
4346,314164,manuelrueda,"2016-04-23 20:33:07",0.69764,5,manuelrueda
4347,293698,zsnz,"2016-03-25 19:57:59",0.69721,9,nzerbib
4348,296002,TM,"2016-05-02 19:19:09",0.69701,49,tmoulik
4349,288980,xuguanggen,"2016-03-14 07:50:59",0.69644,5,xuguanggen
4350,291558,ExclusiveCitrus,"2016-03-16 03:11:05",0.69631,8,exclusivecitrus
4351,297036,"Stream Of Datas","2016-04-19 22:09:50",0.69629,9,mlanclas
4352,308643,kalimu,"2016-04-14 15:07:46",0.69571,4,kalimu
4353,308565,DiyaRahman,"2016-05-02 13:14:04",0.69571,29,diyaaa
4354,303194,DmitriyGorhover,"2016-04-06 16:12:37",0.69544,3,dier89
4355,312334,Ozzy,"2016-05-02 15:20:30",0.69529,22,ozzmaster
4356,304050,"Eidan Cohen","2016-04-08 09:32:38",0.69528,2,eidanch
4357,292229,shengjiangtou,"2016-04-26 06:07:41",0.69476,12,shengjiang
4358,314266,2ndToNone,"2016-05-02 23:00:40",0.69455,6,"amyroznovak,mbursic,provowallis"
4359,293302,Joulugoat,"2016-04-19 07:57:41",0.69419,10,joulugoat
4360,290934,V&V,"2016-04-15 05:58:08",0.69333,2,"del=206dd7080429ff90,nareshvemula"
4361,302584,"Park Seohee","2016-04-07 16:45:57",0.69324,3,gurupark
4362,296259,백정수김형준,"2016-04-13 11:56:29",0.69254,6,beakkim
4363,302626,HadrienDykiel,"2016-04-06 14:23:40",0.69240,3,hdykiel
4364,310141,bobkim,"2016-04-16 21:55:14",0.69215,1,bobkim
4365,314909,gueroc,"2016-04-25 07:30:54",0.69215,3,gueroc
4366,313119,"Rajarshee Mitra","2016-04-21 21:17:36",0.69176,3,rajarsheem
4367,291236,Alex.A,"2016-03-14 14:47:46",0.69166,2,alexaalex
4368,300065,"Todor Kostov","2016-04-06 21:49:59",0.69142,12,tkostov
4369,310942,"Open Sky","2016-05-02 02:43:46",0.69130,2,minethehelloutofit
4370,313395,ShashwatChaturvedi,"2016-04-25 16:16:22",0.69097,1,shashwat12
4371,293670,Cheslav,"2016-05-02 22:10:10",0.69085,14,cheslav
4372,287463,Ferriko,"2016-03-21 22:59:40",0.69057,1,del=af0d405e087b74e7
4373,286644,"Andy Tran","2016-03-06 23:00:10",0.69049,4,andytran
4374,315557,MP63,"2016-05-02 22:38:27",0.68895,4,petera
4375,297224,VMDOS,"2016-03-26 02:04:57",0.68879,3,vikasmohandoss
4376,293292,"Aditya Santhanam","2016-03-17 04:35:37",0.68855,1,adityasanthanam
